quantity,unit,conversion_factor,all_names
Data-transfer,مبی‌بیت بر ثانیه,9.5367431640625e-07,"['مبی\u200cبیت بر ثانیه', 'Mib/s']"
Data-transfer,گیگا‌بیت بر ثانیه,1e-09,"['گیگا\u200cبیت بر ثانیه', 'Gb/s']"
Data-transfer,گیبی‌بیت بر ثانیه,9.313225746154785e-10,"['گیبی\u200cبیت بر ثانیه', 'Gib/s']"
Data-transfer,ترا‌بیت بر ثانیه,1e-12,"['ترا\u200cبیت بر ثانیه', 'Tb/s']"
Data-transfer,تبی‌بیت بر ثانیه,9.094947017729282e-13,"['تبی\u200cبیت بر ثانیه', 'Tib/s']"
Data-transfer,پتا‌بیت بر ثانیه,1e-15,"['پتا\u200cبیت بر ثانیه', 'Pb/s']"
Data-transfer,پبی‌بیت بر ثانیه,8.881784197001252e-16,"['پبی\u200cبیت بر ثانیه', 'Pib/s']"
Data-transfer,بایت بر ثانیه,0.125,"['بایت بر ثانیه', 'Byte/s']"
Data-transfer,کیلو‌بایت بر ثانیه,0.000125,"['کیلو\u200cبایت بر ثانیه', 'kB/s']"
Data-transfer,کیبی‌بایت بر ثانیه,0.0001220703125,"['کیبی\u200cبایت بر ثانیه', 'KiB/s']"
Data-transfer,مگا‌بایت بر ثانیه,1.25e-07,"['مگا\u200cبایت بر ثانیه', 'MB/s']"
Data-transfer,مبی‌بایت بر ثانیه,1.1920928955078125e-07,"['مبی\u200cبایت بر ثانیه', 'MiB/s']"
Data-transfer,گیگا‌بایت بر ثانیه,1.25e-10,"['گیگا\u200cبایت بر ثانیه', 'GB/s']"
Data-transfer,گیبی‌بایت بر ثانیه,1.1641532182693481e-10,"['گیبی\u200cبایت بر ثانیه', 'GiB/s']"
Data-transfer,ترا‌بایت بر ثانیه,1.25e-13,"['ترا\u200cبایت بر ثانیه', 'TB/s']"
Data-transfer,تبی‌بایت بر ثانیه,1.1368683772161603e-13,"['تبی\u200cبایت بر ثانیه', 'TiB/s']"
Data-transfer,بیت بر دقیقه,60.0,"['بیت بر دقیقه', 'Bit/min']"
Data-transfer,کیلو‌بیت بر دقیقه,0.06,"['کیلو\u200cبیت بر دقیقه', 'kb/min']"
Data-transfer,مگا‌بیت بر دقیقه,5.9999999999999995e-05,"['مگا\u200cبیت بر دقیقه', 'Mb/min']"
Data-transfer,گیگا‌بیت بر دقیقه,6.000000000000001e-08,"['گیگا\u200cبیت بر دقیقه', 'Gb/min']"
Data-transfer,ترا‌بیت بر دقیقه,6e-11,"['ترا\u200cبیت بر دقیقه', 'Tb/min']"
Data-transfer,بایت بر دقیقه,7.5,"['بایت بر دقیقه', 'Byte/min']"
Data-transfer,کیلو‌بایت بر دقیقه,0.0075,"['کیلو\u200cبایت بر دقیقه', 'kB/min']"
Data-transfer,مگا‌بایت بر دقیقه,7.499999999999999e-06,"['مگا\u200cبایت بر دقیقه', 'MB/min']"
Data-transfer,گیگا‌بایت بر دقیقه,7.500000000000001e-09,"['گیگا\u200cبایت بر دقیقه', 'GB/min']"
Data-transfer,ترا‌بایت بر دقیقه,7.5e-12,"['ترا\u200cبایت بر دقیقه', 'TB/min']"
Data-transfer,بیت بر ساعت,3599.9999999999995,"['بیت بر ساعت', 'Bit/h']"
Data-transfer,کیلو‌بیت بر ساعت,3.5999999999999996,"['کیلو\u200cبیت بر ساعت', 'kb/h']"
Data-transfer,مگا‌بیت بر ساعت,0.0036,"['مگا\u200cبیت بر ساعت', 'Mb/h']"
Data-transfer,گیگا‌بیت بر ساعت,3.6000000000000003e-06,"['گیگا\u200cبیت بر ساعت', 'Gb/h']"
Data-transfer,ترا‌بیت بر ساعت,3.5999999999999996e-09,"['ترا\u200cبیت بر ساعت', 'Tb/h']"
Data-transfer,بایت بر ساعت,450.0,"['بایت بر ساعت', 'Byte/h']"
Data-transfer,کیلو‌بایت بر ساعت,0.45,"['کیلو\u200cبایت بر ساعت', 'kB/h']"
Data-transfer,مگا‌بایت بر ساعت,0.00045000000000000004,"['مگا\u200cبایت بر ساعت', 'MB/h']"
Data-transfer,گیگا‌بایت بر ساعت,4.5000000000000003e-07,"['گیگا\u200cبایت بر ساعت', 'GB/h']"
Data-transfer,ترا‌بایت بر ساعت,4.5e-10,"['ترا\u200cبایت بر ساعت', 'TB/h']"
